"V1" "V2" "V3"
0.260846821044741 0.510787283863865 0.0796631385974627
0.665631936684407 0.0430682198083395 0.163943310959051
0.117783927881455 0.297543172224854 0.341304506057921
0.191232841452861 0.187390826044386 0.358269639543380
0.598377099901928 0.0862999183638824 0.182045419402954
0.223621044404098 0.258023734870522 0.279266443412357
0.618439340216401 0.0759695764326995 0.145554349250227
0.767985755303768 0.0878712183696423 0.0440704352214552
0.225555744639217 0.37471471646842 0.198819119048957
0.394087271350327 0.171063512772097 0.210921073308524
0.0334525935535914 0.227464508230340 0.554230907813166
0.124421623995674 0.0502685756772942 0.696585558568717
0.0871570766209583 0.0383973248956835 0.754806389165329
0.446270326486742 0.0456677649412318 0.390388833475556
0.0821386057953368 0.206223982453306 0.553954094719161
0.0921219160590152 0.408270391810435 0.220953417235569
0.726348463637269 0.0386413822018155 0.140798161658093
0.0427628128286774 0.605397468408337 0.224265260001067
0.0731884223869907 0.0777903758270972 0.684689987330571
0.261950201254875 0.159100680208142 0.458659902931661
0.121581019181748 0.235556693895369 0.376526207486885
0.784917329252644 0.0893625525460436 0.0273884262559608
0.693396770341748 0.042952157383454 0.133331751279556
0.557687471614341 0.187404730913123 0.121666802244221
0.106808776296377 0.215620534221806 0.486952555585518
0.252855050666425 0.207574701375196 0.370157899355378
0.0961993189085311 0.116307343899413 0.65382784322114
0.372815675602149 0.0807708063511673 0.284713978408628
0.340939368438217 0.104535862938872 0.342955292353304
0.287396447248273 0.2025320108021 0.282560462941137
0.321375059552649 0.516450626683981 0.0313044101292024
0.174833787766702 0.0408841439365535 0.629436889417466
0.353776840209958 0.171006689636129 0.21651363269588
0.517241708869211 0.185904181906302 0.0964394178744524
0.63718487667592 0.0587174664168512 0.163005282106642
0.411371964909284 0.0879407078170704 0.308643839221505
0.192702857506854 0.218122834417813 0.342180791734726
0.199675006941006 0.505566947656846 0.129035918516208
0.124758712550934 0.302284985434107 0.388644128642926
0.221752214670303 0.134500710104346 0.471546185218068
0.384623122746207 0.00723752759278511 0.495434961318218
0.373322609984126 0.215844311504598 0.207908410428574
0.694038447202325 0.129940719097323 0.0426701306643814
0.447881774563479 0.312467784110156 0.103465349914667
0.251804049771752 0.372141173017623 0.216706364012086
0.0969034800912535 0.605341179913083 0.119245896072905
0.492125628656862 0.127796038594910 0.147494985253002
0.659948635234432 0.154007023852576 0.043017011954084
0.21921668565765 0.421798583998173 0.114065117767579
0.474930247866462 0.178714963311294 0.0906222403048122
0.121765365965790 0.0238813046763707 0.777321322150181
0.171598850543667 0.0588580640666524 0.614683533548166
0.460297355261538 0.25430938932409 0.0971909650140281
0.133435164079661 0.301176049045068 0.354215929367755
0.06498934354876 0.618770802094997 0.138651177134853
0.553916182853048 0.114582898543834 0.138826572064152
0.00984189925583048 0.488908540248939 0.393660038496832
0.237314650947880 0.192435762783696 0.334847014156428
0.0677383222394563 0.525900978845276 0.249959710921372
0.638451193135247 0.154557705954723 0.0551775435630689
0.302876241814114 0.41574984775552 0.100020865731556
0.657762369368573 0.120409898676894 0.0767096236746338
0.261263949941009 0.243916817127893 0.307888835534086
0.0531687545672356 0.441175280569755 0.361980471980677
0.272518226337494 0.168576119637974 0.376163459440775
0.23461458070253 0.117290515249882 0.382198078492324
0.181247168723482 0.128018116249437 0.531548025328949
0.544765872669808 0.161598404628655 0.103186056328657
0.167225569141178 0.279618080514468 0.395265547445099
0.311894182025038 0.0178396382823216 0.5279269747957
0.460781827403008 0.180755475454333 0.212449242748382
0.104304931314168 0.132936731759526 0.608400554393973
0.30484629724603 0.0428473733076151 0.497724810544096
0.591941860130532 0.00558214280281875 0.323218000992606
0.407139251427736 0.443917747895074 0.0485924775059203
0.184926521231547 0.224114370468808 0.316144034740484
0.0387657490006819 0.705867882143766 0.121823913365564
0.291392573293915 0.296933439022327 0.223717096050572
0.0860666445229968 0.0515114711314204 0.750166917481563
0.397809080023163 0.169546138434872 0.221611413381795
0.397819993485519 0.0178115855940290 0.455027468494867
0.562389381190922 0.0773748265051055 0.136176944887805
0.150154172864225 0.330127029206503 0.38266631873152
0.204236138462188 0.256200317380068 0.271018884167967
0.0999227600996987 0.198363253819261 0.529554250869935
0.04505956839376 0.242826934581910 0.58172477184807
0.450953108520306 0.058980309958701 0.294613047093333
0.43225592887533 0.0948299490971003 0.305839591144894
0.578352249906926 0.247710368861611 0.0467867077700689
0.206531969456079 0.198931501833849 0.323455413602095
0.253006041761637 0.119578808322921 0.469528256922172
0.322859484295407 0.110592106642241 0.402374942873202
0.465640334361988 0.0931622670398196 0.219374760400035
0.590412511702748 0.141763700803608 0.103942561538843
0.749321209643682 0.095862872012506 0.0682532174935097
0.833286885106887 0.0258955688406919 0.0416533510913979
0.125386501459081 0.0645564042189882 0.663337836478999
0.331815313070056 0.0535700553446203 0.477789078462816
0.743726912025756 0.0617010455133552 0.0832533705024807
0.0776763407146068 0.639795740334927 0.089904562933355
0.323879702549502 0.0348508875949212 0.491187138813006
0.474226828360518 0.0868255140116757 0.33060779782818
0.210678266850852 0.343427400367963 0.291258463550208
0.434349693626582 0.0467516217061989 0.365241809031579
0.131137074737654 0.273477968000437 0.329727467208977
0.642855635079633 0.0164797104494866 0.217466610409944
0.662941457065904 0.0095994984035107 0.226885397421501
0.166052106075582 0.390761448665447 0.226219354230395
0.318486248953607 0.376131607989517 0.141967557943300
0.184623495598873 0.168751309903065 0.444978011583667
0.597623094236005 0.127314621110299 0.104865601352041
0.260142367325517 0.246774623964951 0.268159811622664
0.199146180480104 0.0874378772714923 0.485705477773981
0.116638043685634 0.559895627959179 0.132286784175130
0.163581599303551 0.0992401136560097 0.569365156337563
0.160316248043623 0.476568251389081 0.180969997403155
0.595355164347508 0.0674704513851673 0.175939944177098
0.273331250047934 0.116004198518642 0.440975105251137
0.174478610815324 0.0469309513298883 0.601043163413632
0.0638917036144019 0.709176047739571 0.0594984419715343
0.534858961121042 0.233116871985770 0.0544188683474646
0.33229305866074 0.118636723823979 0.317749491768562
0.426382067493262 0.193106639917327 0.179120763518435
0.0565826002711854 0.0339912862608994 0.817868747457262
0.314014159318896 0.173536236251895 0.255173527519593
0.367596535325538 0.0206911341100111 0.470166427338012
0.147504085926266 0.0955315467974196 0.525313070058477
0.190437628291791 0.0409199159590219 0.62292148381238
0.044985620959203 0.180574649647887 0.543701332299917
0.237172492274707 0.121243732830765 0.469622457808097
0.0835893334183064 0.595168380244752 0.0984913106581457
0.189397765173670 0.162184452527056 0.451702412331882
0.115326172825647 0.694405400388015 0.0431375297860523
0.136878074612224 0.234521715972544 0.471634383487601
0.0144117278123615 0.128425173892543 0.716610806294258
0.110710175061511 0.346008290547344 0.325475045742965
0.123709998854011 0.383619325761415 0.298118683683006
0.0672064198513266 0.687998878344306 0.116661173372893
0.250126967388658 0.160560462107827 0.400772928085892
0.119994789182293 0.539888915482791 0.224910819910618
0.39846762037555 0.301887311238507 0.135688581382120
0.0280378751898854 0.30138690330399 0.562522571676388
0.775072982389722 0.148941756588317 0.00719411825190102
0.220284955789558 0.233699525582885 0.384995017461692
0.287531159908570 0.271280319901649 0.209583752708750
0.432715042181644 0.0431544522893409 0.293400898807261
0.760389758839715 0.0204773663677083 0.0816336115512454
0.356607659405424 0.319356402442384 0.113496914884078
0.0426740248199486 0.254075913817136 0.534059309178093
0.521467365073665 0.15858987448903 0.100096117302881
0.120232186933175 0.087859068983133 0.59461929429125
0.35139603691645 0.0213569557119452 0.506075559406477
0.284059785542733 0.0750255211870742 0.405761748778278
0.630644453546715 0.132786318076536 0.079811562273833
0.338250663269376 0.137395686398045 0.314476173933676
0.511165843653914 0.0337184661220148 0.300460115237049
0.576664286728861 0.156578828536421 0.0870351041598651
0.203740025866111 0.162289576351365 0.41676569386884
0.265050976972317 0.0349364678648942 0.511634335815014
0.458402742650446 0.0837946146471287 0.275270602402072
0.183595499349648 0.0567739079680844 0.607633937567755
0.0788182119388883 0.271510101721849 0.521101189577316
0.229041321775933 0.0896027933827051 0.42736897719419
0.112060252000325 0.537614708582772 0.153837497159696
0.114470036153774 0.159909571163091 0.568602821037316
0.0300781833226679 0.187148759395818 0.638564740741555
0.229941657923737 0.428987765962892 0.183464832025565
0.0443710317985828 0.183233790582587 0.624291126230911
0.399973765355319 0.214173538779902 0.193250244508562
0.285683411023234 0.246001451510021 0.253972340438564
0.334586445934886 0.124560562005025 0.350807151661005
0.743721784643782 0.110480971136768 0.0481076450025026
0.0324112710557709 0.436039916572268 0.394112473141674
0.156647821540381 0.23956241165604 0.395532086287837
0.529386412919839 0.0185568126562236 0.353351603996371
0.126647036810411 0.300776364212454 0.312078206237221
0.221896532471252 0.0924514197008907 0.447007132256294
0.552363830028816 0.196011549245101 0.0385699741972345
0.164638178244367 0.509877659567821 0.132941403924005
0.154138871880004 0.348594853713319 0.346161962761911
0.41678757990932 0.436959910654205 0.0468406491015578
0.225825142618932 0.322237816083522 0.251022471408190
0.394534034939387 0.203105201456065 0.112301988727359
0.114904074819089 0.166590229406079 0.571051926900867
0.464070260749959 0.0958618527224386 0.295220724680339
0.149980498912470 0.48507215175294 0.158312366698559
0.336017102368199 0.069865584510342 0.420633869500054
0.781924516934517 0.0580428891830568 0.023440829566089
0.704522201155461 0.217277623063338 0.0113838544632031
0.147277439231279 0.194382497171083 0.439019060943172
0.69635172434454 0.0536520681723647 0.120159332621480
0.0597870614016844 0.224526614124992 0.392475233857957
0.272042871809841 0.0727767812977692 0.497718135302645
0.743345393615703 0.0569254553991722 0.0636258856535087
0.595128897209247 0.0569653242532182 0.226754223353798
0.273979081173183 0.0582080959358381 0.557578608348073
0.0194711744463961 0.0103913407619628 0.90789279632997
0.18795344102698 0.360359759935231 0.233620948417519
0.462578563850267 0.061878736766211 0.330076252312473
0.058284966183234 0.484664113957901 0.226958268637572
0.637043184299958 0.166112040603868 0.0816229255520823
